type,by,post_id,post_link,post_message,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb
link,post_user_333386441351,333386441351_10151498549666352,https://www.facebook.com/333386441351/posts/10151498549666352,Buenas noticias. Libro Sobrevivencias Marfan. �Nos complace anunciaros que hoy hemos llegado a las 500 descargas del libro! Gracias por su inter�s. Nota de prensa.,https://external.xx.fbcdn.net/safe_image.php?d=AQCGgvCL1Qo3Rc93&w=130&h=130&url=http%3A%2F%2Fmedia.tumblr.com%2F6c5e02b9a518210b9e804467a12ae0dd%2Ftumblr_inline_mixkm1yLdX1qz4rgp.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQD2JpqPUhtK1_mV&url=http%3A%2F%2Fmedia.tumblr.com%2F6c5e02b9a518210b9e804467a12ae0dd%2Ftumblr_inline_mixkm1yLdX1qz4rgp.jpg,http://mundomarfan.tumblr.com/post/44214587288/nota-de-prensa-libro-sobrevivencias-afectados-por,mundomarfan.tumblr.com,2013-02-28T13:37:21+0000,1362058641,28/02/2013 14:37,9,0,9,0,9
link,post_user_333386441351,333386441351_10151498528716352,https://www.facebook.com/333386441351/posts/10151498528716352,,,,http://www.teinteresa.es/comunidad-de-madrid/madrid/Unidad-Pediatrica-Enfermedades-Raras-Hospital_0_874113306.html,teinteresa.es,2013-02-28T13:20:32+0000,1362057632,28/02/2013 14:20,3,0,3,0,3
link,post_user_333386441351,333386441351_10151498448721352,https://www.facebook.com/333386441351/posts/10151498448721352,En el d�a de las Enfermedades Poco Frecuentes  difunde informaci�n de utilidad:  Libro Sobrevivencias de experiencias de afectados y familiares de s�ndrome de Marfan. PDF gratuito para descargar.  http://mundomarfan.org/materiales-mml/,https://external.xx.fbcdn.net/safe_image.php?d=AQBimGewIo_LDW9X&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F12%2Fmini_portada_sobrevivencias.jpg%3Fw%3D226%26h%3D322&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQDtuYkExDPmWfHB&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F12%2Fmini_portada_sobrevivencias.jpg%3Fw%3D226%26h%3D322,http://mundomarfan.wordpress.com/materiales-mml/,mundomarfan.wordpress.com,2013-02-28T12:09:18+0000,1362053358,28/02/2013 13:09,3,1,3,0,4
status,post_user_333386441351,333386441351_10151498388481352,https://www.facebook.com/333386441351/posts/10151498388481352,Simplemente Somos Unicos <3 Feliz Dia a Todos <3 Salud y Animo :),,,,,2013-02-28T11:05:15+0000,1362049515,28/02/2013 12:05,6,2,6,0,8
link,post_user_333386441351,333386441351_10151498439871352,https://www.facebook.com/333386441351/posts/10151498439871352,En el d�a de las Enfermedades Poco Frecuentes  difunde informaci�n de utilidad:  Cuidados b�sicos para afectados de S�ndrome de Marfan  http://mundomarfan.org/las-10-reglas-hero/,https://external.xx.fbcdn.net/safe_image.php?d=AQCyBgeddQJUuyZ2&w=130&h=130&url=http%3A%2F%2Fi2.wp.com%2Fmundomarfan.files.wordpress.com%2F2012%2F11%2Fhero.jpg%3Ffit%3D400%252C400&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQAqiO_3z4Vohy2Q&url=http%3A%2F%2Fi2.wp.com%2Fmundomarfan.files.wordpress.com%2F2012%2F11%2Fhero.jpg%3Ffit%3D400%252C400,http://mundomarfan.wordpress.com/2012/11/04/las-10-reglas-hero/,mundomarfan.wordpress.com,2013-02-28T12:00:31+0000,1362052831,28/02/2013 13:00,5,0,5,0,5
status,post_user_333386441351,333386441351_10151497062396352,https://www.facebook.com/333386441351/posts/10151497062396352,Bueno bueno...segun mis cuentas solo quedan 22 dias para por fin volvernos a ver!Quienes ya teneis confirmada la asistencia???Besitos a todosss,,,,,2013-02-27T18:10:29+0000,1361988629,27/02/2013 19:10,5,16,5,0,21
status,post_user_333386441351,333386441351_10151496717116352,https://www.facebook.com/333386441351/posts/10151496717116352,Yujuuu  hoy es un Excelente D�a lleno de Muchas Bendiciones para Mi Familia.... Y por ello me acabo de apuntar en el Encuentro  disculpen la tardanza.... Feliz  ahora siiiii falta menos para vernos y compartir <3 Los Quierooooo <3 <3 <3,,,,,2013-02-27T13:06:45+0000,1361970405,27/02/2013 14:06,9,3,9,0,12
status,post_user_333386441351,333386441351_10151496585211352,https://www.facebook.com/333386441351/posts/10151496585211352,CREER  Burgos: un lugar perfecto para futuros encuentros de SIMA �no cre�is? Es una residencia que cuenta con habitaciones  sal�n de actos y equipo profesional dedicado a las ER.,,,,,2013-02-27T10:50:35+0000,1361962235,27/02/2013 11:50,9,3,9,0,12
status,post_user_333386441351,333386441351_10151496767396352,https://www.facebook.com/333386441351/posts/10151496767396352,Hola keria k me facilitaran toda la informacion sobre el encuentro. Inscripciones . Fechas esactas y lugar de encuentro. Gracias.,,,,,2013-02-27T13:50:42+0000,1361973042,27/02/2013 14:50,1,2,1,0,3
note,post_user_333386441351,333386441351_10151496882511352,https://www.facebook.com/333386441351/posts/10151496882511352,Con permiso. Gracias. Un saludo a todo el grupo.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/225375_579660555379127_671287980_n.jpg?oh=5bf10bd962d33eec744a2a481bfb5d16&oe=58B3B6B8,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/225375_579660555379127_671287980_n.jpg?oh=908d65db2b8e39e4d7c18059b4f93873&oe=58B5A195,https://www.facebook.com/notes/nac%C3%AD-con-s%C3%ADndrome-de-ehlers-danlos/d%C3%ADa-mundial-de-las-enfermedades-raras/486153168106247,facebook.com,2013-02-27T15:35:56+0000,1361979356,27/02/2013 16:35,1,0,1,0,1
photo,post_user_333386441351,333386441351_10151492500121352,https://www.facebook.com/333386441351/posts/10151492500121352,El jueves 21 y viernes 23  en el Instituto Haigon de san Vicente del Raspeig   l@s alumn@s  profesor del PCPI   restaurante-bar y de un grupo de profesores   realizaron �LOS ALMUERZOS SALUDABLES Y SOLIDARIOS  como una de las actividades que se realizan con motivo  de la semana de la salud  donde se vendieron  diferentes productos saludables (batidos  zumos  frutos secos  s�ndwiches..) a  50 c�ntimos.   Los beneficios se destinaron a la Asociaci�n S�ndrome de Marf�n.  recaudando 100�. En nombre de tod@s l@s asociad@s  gracias  al Departamento de Biolog�a y Geolog�a del IES Haigon,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11458_10200232191720762_1008900613_n.jpg?oh=22ec7cdc5eef8e53b37de97ebfd4d356&oe=58CE552D,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/11458_10200232191720762_1008900613_n.jpg?oh=4af0afe64398d0318b3d183c9bd8222b&oe=58CA8774,https://www.facebook.com/photo.php?fbid=10200232191720762&set=gm.10151492500121352&type=3,facebook.com,2013-02-25T07:55:39+0000,1361778939,25/02/2013 8:55,15,1,15,0,16
link,post_user_333386441351,333386441351_10151491838531352,https://www.facebook.com/333386441351/posts/10151491838531352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQCIAlnoEs6l0_0Q&w=130&h=130&url=http%3A%2F%2Fi1.wp.com%2Fmundomarfan.files.wordpress.com%2F2013%2F02%2Filustratura.jpg%3Ffit%3D400%252C400&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQDRdhjh1v3llPZ4&url=http%3A%2F%2Fi1.wp.com%2Fmundomarfan.files.wordpress.com%2F2013%2F02%2Filustratura.jpg%3Ffit%3D400%252C400,http://mundomarfan.wordpress.com/2013/02/24/ilustratura/,mundomarfan.wordpress.com,2013-02-24T23:52:52+0000,1361749972,25/02/2013 0:52,7,2,7,0,9
status,post_user_333386441351,333386441351_10151487757611352,https://www.facebook.com/333386441351/posts/10151487757611352,corazonesss necesito escuxar de alguien que gastando tapones para los oidos para dormir no se escuxa el tic tac del corazon....  :( soy una persona extremadamente nerviosa y no puedo escuxarlo es mas duermo sentada y me esta creando una depresion enorme  entre eso y que todo me lo estoy hacienso sola y el agotamiento que llevo buaaa me esta hundiendo de verdad ...hoy fui a la farmacia a comprarlos y la xika me dijo que incluso te escuxas mas socorrooo decidme que puedo hacer..,,,,,2013-02-22T17:47:12+0000,1361555232,22/02/2013 18:47,4,11,4,0,15
photo,post_user_333386441351,333386441351_10151489125446352,https://www.facebook.com/333386441351/posts/10151489125446352,esperamos tengamos suerte,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/602129_413133445444934_2018150658_n.jpg?oh=aa4ee4b8c31e59806cf7fb980beb0cae&oe=58C907BF,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/602129_413133445444934_2018150658_n.jpg?oh=f0ae89491dc2dda12a9b33442fbdf08c&oe=58B6E4D1,https://www.facebook.com/Balneario4lunas/photos/a.164801196944828.38174.160037027421245/413133445444934/?type=3,facebook.com,2013-02-23T10:49:42+0000,1361616582,23/02/2013 11:49,1,0,1,0,1
link,post_user_333386441351,333386441351_10151487381136352,https://www.facebook.com/333386441351/posts/10151487381136352, Al sector privado no le interesan ni los enfermos complejos y caros  ni instalarse en zonas rurales  ni hacer medicina preventiva. ,https://external.xx.fbcdn.net/safe_image.php?d=AQCuhms0F_hOkXtG&w=130&h=130&url=http%3A%2F%2Fimagenes.publico-estaticos.es%2Fresources%2Farchivos%2F2013%2F2%2F22%2F1361488946972bengoa%2520mato%2520640.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCZYNPx-D-lz7LL&url=http%3A%2F%2Fimagenes.publico-estaticos.es%2Fresources%2Farchivos%2F2013%2F2%2F22%2F1361488946972bengoa%2520mato%2520640.jpg,http://www.publico.es/451052/el-impacto-de-las-medidas-de-mato-sobre-la-salud-va-a-ser-muy-grande,publico.es,2013-02-22T12:18:42+0000,1361535522,22/02/2013 13:18,0,0,0,0,0
photo,post_user_333386441351,333386441351_10151485758276352,https://www.facebook.com/333386441351/posts/10151485758276352,Por favor  ense�arle esto a la gente que est� diciendo que las vacunas son in�tiles o incluso perjudiciales.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/563442_10151455021590155_619633389_n.jpg?oh=2fdaa9cb7a33208bdc786c24c87725ad&oe=58C526D9,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/563442_10151455021590155_619633389_n.jpg?oh=25d080e9bcd3abe37cb3017ad2f98459&oe=58C8108D,https://www.facebook.com/RichardDawkinsFoundation/photos/a.496176595154.294030.8798180154/10151455021590155/?type=3,facebook.com,2013-02-21T08:45:25+0000,1361436325,21/02/2013 9:45,1,0,1,0,1
link,post_user_333386441351,333386441351_10151485075296352,https://www.facebook.com/333386441351/posts/10151485075296352,Nos publican un articulo:  Estudio descriptivo Redes Sociales de pacientes con enfermedades poco frecuentes. El caso de Mundo Marfan Latino  en la revista universitaria  Interacci�n y perspectiva . Ver online  descargar o imprimir:  ,,,http://revistas.luz.edu.ve/index.php/interaccion/article/viewFile/12042/11665,revistas.luz.edu.ve,2013-02-20T22:15:01+0000,1361398501,20/02/2013 23:15,1,0,1,0,1
status,post_user_333386441351,333386441351_10151483218456352,https://www.facebook.com/333386441351/posts/10151483218456352,Acabo de hacer la inscripci�n para asistir al  encuentro estatal . Que sea lo que Dios quiera  jajajaja...,,,,,2013-02-19T19:19:33+0000,1361301573,19/02/2013 20:19,6,8,6,0,14
link,post_user_333386441351,333386441351_10151482620786352,https://www.facebook.com/333386441351/posts/10151482620786352,Si no has firmado hazlo YAAAA. Manifiesto a la Opini�n P�blica: El Derecho a Una Educaci�n Inclusiva del alumnado con Diversidad funcional. Importante Campa�a de Recogida de Firmas por la Educaci�n Inclusiva http://www.change.org/petitions/manifiesto-a-la-opini�n-p�blica-el-derecho-a-una-educaci�n-inclusiva-del-alumnado-con-diversidad-funcional?share_id=GlpvHKujuI&utm_campaign=friend_inviter_chat&utm_medium=facebook&utm_source=share_petition&utm_term=permissions_dialog_false&v=chat&x=%7Efacebook_chat_experiment,https://external.xx.fbcdn.net/safe_image.php?d=AQAJ6X3mrnLYEuA0&w=130&h=130&url=http%3A%2F%2Fd22r54gnmuhwmk.cloudfront.net%2Fphotos%2F2%2Fot%2Fgh%2FlhOTgHUrbpBKzga-172x97-cropped.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQBzOqfhkENn-wb_&url=http%3A%2F%2Fd22r54gnmuhwmk.cloudfront.net%2Fphotos%2F2%2Fot%2Fgh%2FlhOTgHUrbpBKzga-172x97-cropped.jpg,http://www.change.org/petitions/manifiesto-a-la-opini%C3%B3n-p%C3%BAblica-el-derecho-a-una-educaci%C3%B3n-inclusiva-del-alumnado-con-diversidad-funcional,change.org,2013-02-19T10:53:58+0000,1361271238,19/02/2013 11:53,4,1,4,0,5
link,post_user_333386441351,333386441351_10151483355596352,https://www.facebook.com/333386441351/posts/10151483355596352,",)",https://external.xx.fbcdn.net/safe_image.php?d=AQAs1rlebASDvkT4&w=130&h=130&url=http%3A%2F%2Fs3-ak.buzzfeed.com%2Fstatic%2Fenhanced%2Fwebdr03%2F2013%2F2%2F15%2F17%2Fenhanced-buzz-7862-1360967966-2.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQA23PLdnOUbXfv_&url=http%3A%2F%2Fs3-ak.buzzfeed.com%2Fstatic%2Fenhanced%2Fwebdr03%2F2013%2F2%2F15%2F17%2Fenhanced-buzz-7862-1360967966-2.jpg,http://www.buzzfeed.com/awesomer/the-absolute-worst-parts-about-being-tall,buzzfeed.com,2013-02-19T21:01:58+0000,1361307718,19/02/2013 22:01,1,2,1,0,3
status,post_user_333386441351,333386441351_10151479425121352,https://www.facebook.com/333386441351/posts/10151479425121352,Marta Huertes was added to Asociaci�n espa�ola S�ndrome de Marfan by Gloria Pino.,,,,,2013-02-17T14:17:15+0000,1361110635,17/02/2013 15:17,1,0,1,0,1
status,post_user_333386441351,333386441351_10151462292736352,https://www.facebook.com/333386441351/posts/10151462292736352,hola yo encontre esta asociasion de persanas con marfan yo tengo un hijo con marfan pero lamentablemente se me murio este 3 de febrero tenia 15 a�os a todas las persanas q tienen marfan q dios les de mucha salud y larga vida ya q mi hijo no pudo seguir luchando con esta enfermedad cuidense mucho desde honduras,,,,,2013-02-08T14:36:06+0000,1360334166,08/02/2013 15:36,9,11,9,0,20
status,post_user_333386441351,333386441351_10151476576556352,https://www.facebook.com/333386441351/posts/10151476576556352,Hola mi. Nombre es. Mario. Y vivo en costa rica y tengo s�ndrome de marfan y busco gente que pase. Por esto e sido operado y tengo todos los sintomas de este. S�ndrome,,,,,2013-02-15T23:09:12+0000,1360969752,16/02/2013 0:09,1,3,1,0,4
photo,post_user_333386441351,333386441351_10151476573961352,https://www.facebook.com/333386441351/posts/10151476573961352,,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/525553_10151432519352867_276963478_n.jpg?oh=7df7221312e17855d098c4ffafbf2d12&oe=58C05D11,https://scontent.xx.fbcdn.net/v/t1.0-9/525553_10151432519352867_276963478_n.jpg?oh=1fec017d552cb313766b235386f77c36&oe=58C4A8F7,https://www.facebook.com/photo.php?fbid=10151432519352867&set=gm.10151476573961352&type=3,facebook.com,2013-02-15T23:06:38+0000,1360969598,16/02/2013 0:06,3,0,3,2,5
link,post_user_333386441351,333386441351_10151476506241352,https://www.facebook.com/333386441351/posts/10151476506241352,Hace unos d�as alguien preguntaba sobre el yoga para los marfan. os traemos un art�culo publicado para nuestros primos del SED con recomendaciones que bien podemos aplicarnos. Si est�s pensando hacer gimnasia de mantenimiento  lee esto antes.,,,https://sites.google.com/site/rededargentina/-es-adecuado-el-metodo-pilates-para-una-persona-con-sindrome-de-ehlers-danlos,sites.google.com,2013-02-15T22:09:55+0000,1360966195,15/02/2013 23:09,1,2,1,0,3
photo,post_user_333386441351,333386441351_10151475424306352,https://www.facebook.com/333386441351/posts/10151475424306352,Elvira Montes �lvarez posted in Asociaci�n espa�ola S�ndrome de Marfan � with Vanesa Ant�n.,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/580938_10200172020536520_2057769216_n.jpg?oh=b20eb7940fd50e85e8a1c06bfee36fd9&oe=58B02D64,https://scontent.xx.fbcdn.net/v/t1.0-9/580938_10200172020536520_2057769216_n.jpg?oh=0f66137a1152469101452d92551d066b&oe=58BA21E0,https://www.facebook.com/photo.php?fbid=10200172020536520&set=gm.10151475424306352&type=3,facebook.com,2013-02-15T08:35:06+0000,1360917306,15/02/2013 9:35,7,0,7,0,7
photo,post_user_333386441351,333386441351_10151473498851352,https://www.facebook.com/333386441351/posts/10151473498851352,,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/643972_10200166264232616_1819791185_n.jpg?oh=ae5a1630e109616c8ce4858a62954ed3&oe=58B16518,https://scontent.xx.fbcdn.net/v/t1.0-9/643972_10200166264232616_1819791185_n.jpg?oh=ec7fa37a9c0fd8f5a262a37dba622224&oe=58C7B79C,https://www.facebook.com/photo.php?fbid=10200166264232616&set=gm.10151473498851352&type=3,facebook.com,2013-02-14T10:28:17+0000,1360837697,14/02/2013 11:28,22,2,22,6,30
video,post_user_333386441351,333386441351_10151473469281352,https://www.facebook.com/333386441351/posts/10151473469281352,Hoy es el D�a Internacional de las Cardiopat�as Cong�nitas  un defecto cardiaco que afecta anualmente a ocho de cada mil ni�os nacidos vivos en todo el mundo. Para sensibilizar a la poblaci�n sobre esta problem�tica  la Fundaci�n Menudos Corazones lanza un v�deo divulgativo protagonizado por ni�os y j�venes con cardiopat�as. Puedes verlo aqu�: http://youtu.be/A-PjFKMovPM,https://external.xx.fbcdn.net/safe_image.php?d=AQDcLUjiQPVoKuL8&w=130&h=130&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FA-PjFKMovPM%2Fmqdefault.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQDTXtVuc8p5Aw68&w=720&h=720&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FA-PjFKMovPM%2Fmqdefault.jpg&cfs=1,http://www.youtube.com/watch?v=A-PjFKMovPM,youtube.com,2013-02-14T09:59:38+0000,1360835978,14/02/2013 10:59,3,0,3,0,3
status,post_user_333386441351,333386441351_10151472998681352,https://www.facebook.com/333386441351/posts/10151472998681352,para todos mis amores los quiero con todo mi alma feliz dia del amor y de la amistad ?��������������,,,,,2013-02-14T03:59:47+0000,1360814387,14/02/2013 4:59,1,0,1,0,1
link,post_user_333386441351,333386441351_10151471528831352,https://www.facebook.com/333386441351/posts/10151471528831352,Proyecto Salvavidas ha creado una aplicaci�n para m�viles y tabletas que incorpora un geolocalizador que permite localizar en cualquier pa�s el desfibrilador m�s cercano a la posici�n del usuario. Disponible para Android goo.gl/v9N9E y para iPhone goo.gl/6uSQY,https://external.xx.fbcdn.net/safe_image.php?d=AQBdWHFF2fQk6tTp&w=130&h=130&url=https%3A%2F%2Flh3.ggpht.com%2FAvLk4G8clNupRfjPzXDH76Rv9O3mePsUczr9sFohKr6syDwQxgk1moqFOvYdbCfj2GY%3Dh230&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQAV5i3Yruf5Bg7Z&url=https%3A%2F%2Flh3.ggpht.com%2FAvLk4G8clNupRfjPzXDH76Rv9O3mePsUczr9sFohKr6syDwQxgk1moqFOvYdbCfj2GY%3Dh230,https://play.google.com/store/apps/details?id=com.geoactio.sos112,play.google.com,2013-02-13T09:49:35+0000,1360748975,13/02/2013 10:49,1,0,1,0,1
status,post_user_333386441351,333386441351_10151470243616352,https://www.facebook.com/333386441351/posts/10151470243616352,Cuento los dias que faltan para el encuentro en Alicante pero espero tambien que pueda ir. La mancha en el ojo no acaba de irse y continuo con el reposo (aunque relativo).,,,,,2013-02-12T20:00:01+0000,1360699201,12/02/2013 21:00,4,0,4,0,4
photo,post_user_333386441351,333386441351_10151467639391352,https://www.facebook.com/333386441351/posts/10151467639391352,El pasado viernes recivimos de forma oficial la carta donde nos comunican no a la  MEDICACI�N GRATUITA   os pongo el parrafito......Con motivo de la entrada en vigor el 1 de enero de 2013 de la Ley 10/20102  de 21 de diciembre  de Medidas Fiscales  de Gesti�n Administrativa y Financiera y de Organizaci�n de la Generalitat por la que se suprime el p�rrafo segundo del art�culo 16 de la Ley 11/2003  de 10 de abril  de la Generalitat  sobre el estatuto de las personas con discapacidad  no se tramitar�n m�s solicitudes de reconocimiento del derecho a la asistencia sanitaria y a la financiaci�n gratuita de la prestaci�n farmac�utica de las personas con discapacidad a partir del 1 de enero de 2013.,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/547948_10200141582935599_1407404457_n.jpg?oh=fa9b08d0a33d754368490aed3bf31b42&oe=58B27961,https://scontent.xx.fbcdn.net/v/t1.0-9/547948_10200141582935599_1407404457_n.jpg?oh=5f025b6c4e6bde76739a1eff0f19d1d9&oe=58AF6DE5,https://www.facebook.com/photo.php?fbid=10200141582935599&set=gm.10151467639391352&type=3,facebook.com,2013-02-11T09:35:38+0000,1360575338,11/02/2013 10:35,13,4,13,0,17
status,post_user_333386441351,333386441351_10151468028781352,https://www.facebook.com/333386441351/posts/10151468028781352,Me gustar�a informaros que nuestra compa�era y asociada Rocio !!!!ya est� en casa!!!!  ahora s�lo queda esperar una pronta recuperaci�n en compa��a de sus familiares. Besos y animo,,,,,2013-02-11T15:05:23+0000,1360595123,11/02/2013 16:05,15,2,15,0,17
note,post_user_333386441351,333386441351_10151468068281352,https://www.facebook.com/333386441351/posts/10151468068281352,Badaman Cort�s shared Red Ehlers-Danlos Argentina s note to the group: Asociaci�n espa�ola S�ndrome de Marfan.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11046527_913732422018038_1678743232962814875_n.png?oh=8996a1a6c9a2d0726d2f29af86386ce9&oe=58FB9347,https://scontent.xx.fbcdn.net/v/t1.0-9/11046527_913732422018038_1678743232962814875_n.png?oh=b841dda1c76ed3697d9ec61610393ede&oe=58C443DA,https://www.facebook.com/notes/red-ehlers-danlos-argentina/siete-mitos-sobre-nuestras-consultas-con-los-m%C3%A9dicos/499315273459757,facebook.com,2013-02-11T15:37:48+0000,1360597068,11/02/2013 16:37,2,0,2,0,2
video,post_user_333386441351,333386441351_10151468065646352,https://www.facebook.com/333386441351/posts/10151468065646352,28 febrero de 2013: D�a Internacional de las Enfermedades Raras  Cada a�o  durante el mes de febrero  las asociaciones de pacientes afectados por enfermedades raras de todo el mundo realizan actividades para concientizar a la sociedad sobre estas patolog�as de baja frecuencia. Las actividades culminan el �ltimo d�a de febrero  designado hace 6 a�os como el D�a Internacional de las Enfermedades Raras. El lema que identifica la campa�a de concientizaci�n de este a�o es  Las Enfermedades Raras sin Fronteras   y el �nfasis est� puesto en la NECESIDAD DE COOPERACI�N INTERNACIONAL. ------------------------------ Te invitamos a que mires y compartas el video oficial del D�a de las Enfermedades Raras:  v�a Red Ehlers-Danlos Argentina,https://external.xx.fbcdn.net/safe_image.php?d=AQAl9H0uX10Yg_CX&w=130&h=130&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FqTfQpzSvgEA%2Fmqdefault.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCuCp87RKVYZERz&w=720&h=720&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FqTfQpzSvgEA%2Fmqdefault.jpg&cfs=1,http://www.youtube.com/watch?v=qTfQpzSvgEA,youtube.com,2013-02-11T15:35:37+0000,1360596937,11/02/2013 16:35,5,0,5,0,5
status,post_user_333386441351,333386441351_10151467905526352,https://www.facebook.com/333386441351/posts/10151467905526352,El 28 de febrero se celebra el d�a de las enfermedades poco frecuentes. S�lo 1 de cada 5.000 pol�ticos deshonestos deja su cargo. Este 28-F apoya tambi�n a los  pol�ticos raros . #humor,,,,,2013-02-11T13:34:10+0000,1360589650,11/02/2013 14:34,3,1,3,0,4
link,post_user_333386441351,333386441351_10151466662621352,https://www.facebook.com/333386441351/posts/10151466662621352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQAu4VNz69leIWJw&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2013%2F02%2Fmama-e-hijo-caminando.jpg%3Fw%3D300%26h%3D200&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCqp2YGg7w9DyWY&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2013%2F02%2Fmama-e-hijo-caminando.jpg%3Fw%3D300%26h%3D200,http://mundomarfan.wordpress.com/2013/02/10/un-camino-accidentado/,mundomarfan.wordpress.com,2013-02-10T22:26:37+0000,1360535197,10/02/2013 23:26,5,0,5,0,5
status,post_user_333386441351,333386441351_10151464532526352,https://www.facebook.com/333386441351/posts/10151464532526352,Hola familia marfafant�stica !!! Quer�a preguntar s� alguien sabe de Roc�o de Valencia...yo perd� su tel�fono  y me gustar�a saber de su evoluci�n.  Besitosss y gracias.,,,,,2013-02-09T20:19:07+0000,1360441147,09/02/2013 21:19,4,7,4,0,11
photo,post_user_333386441351,333386441351_10151462536201352,https://www.facebook.com/333386441351/posts/10151462536201352,El equipo SIMA  os desea un carnavalero fin de semana  Vanesa Ant�n los pasara en la cama por gripe  Nicol�s Beltr�n cuidando su gastroenteritis y YO me voy de juerga de chicas en una hora   pienso pas�rmelo muy bien en nombre de cuantos represento... bssss,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/427265_10200123443682129_2067421945_n.jpg?oh=2634b67ca87727ee555065f20b5b611d&oe=58C30EB7,https://scontent.xx.fbcdn.net/v/t1.0-9/427265_10200123443682129_2067421945_n.jpg?oh=022b15c52410af90ed16d674a862acb3&oe=58B1BF61,https://www.facebook.com/photo.php?fbid=10200123443682129&set=gm.10151462536201352&type=3,facebook.com,2013-02-08T17:58:24+0000,1360346304,08/02/2013 18:58,8,4,8,0,12
video,post_user_333386441351,333386441351_10151463589691352,https://www.facebook.com/333386441351/posts/10151463589691352,Javier Botet haciendo de las suyas.  http://www.youtube.com/watch?feature=player_embedded&v=MM4uKFcJ-_0,https://external.xx.fbcdn.net/safe_image.php?d=AQBp4OV-VPsCgM16&w=130&h=130&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FMM4uKFcJ-_0%2Fmqdefault.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQAHRYnbF09h5rLL&w=720&h=720&url=http%3A%2F%2Fi2.ytimg.com%2Fvi%2FMM4uKFcJ-_0%2Fmqdefault.jpg&cfs=1,http://www.youtube.com/watch?v=MM4uKFcJ-_0,youtube.com,2013-02-09T08:08:34+0000,1360397314,09/02/2013 9:08,2,0,2,0,2
status,post_user_333386441351,333386441351_10151462539616352,https://www.facebook.com/333386441351/posts/10151462539616352,15 dias m�s para saber que hacer con este ojo. Creo que lo dejar� en el taller y ya pasar� a buscarlo.,,,,,2013-02-08T18:01:18+0000,1360346478,08/02/2013 19:01,3,2,3,0,5
status,post_user_333386441351,333386441351_10151457427611352,https://www.facebook.com/333386441351/posts/10151457427611352,Hola a todos acabo de llegar de mi primera clase de yoga  he ido porque me apunto una amiga y me pregunto si podria tener alguna contraindicacion para nosotros. Seguro que alguno puede decirme algo. Muchas gracias y hasta pronto.,,,,,2013-02-05T23:00:13+0000,1360105213,06/02/2013 0:00,5,5,5,0,10
